year,position,driver_1,driver_2,constructor
1982,1000,James Hardie 1000 Mount Panorama,Bathurst 3rd October,James Hardie 1000 Mount Panorama Bathurst 3rd October 1982 1982 Hardie-Ferodo 1000 Program Number of Laps: 163 Total Race Time: 6:32:3.2 Fastest lap: Peter Brock 2:20.1 (158.60 km/h) Classes: Class A - Over 3000cc; Class B - Under 3000cc Please Note: You can sort this listing by simply clicking on the column heading PLACE DRIVER / CO DRIVER(S) VEHICLE CLASS LAPS QUALIFYING 1 Peter Brock / Larry Perkins Commodore VH A 163 0:2:17.836 2 Allan Grice / Alan Browne Commodore VH A 162 0:2:17.501 3 John Harvey / Gary Scott Commodore VH A 162 0:2:19.764 4 Peter Janson / David Parsons Commodore VH A 158 0:2:22.900 5 Jim Richards / David Hobbs BMW 635CSi A 157 0:2:23.800 6 Allan Moffat / Yoshimi Katayama Mazda RX7 A 156 0:2:19.761 7 Steve Masterton / Bruce Stewart Falcon XE A 155 0:2:25.700 8 Masahiro Hasemi / Kazuyoshi Hoshino Nissan Bluebird B 153 0:2:18.870 9 Peter McLeod / Peter Dane Mazda RX7 A 153 0:2:23.100 10 Phil Alexander / Ron Gillard Mazda RX7 A 149 0:2:25.700 11 Ron Dickson / Bob Stevens Chev Camaro A 149 0:2:24.100 12 Barry Seton / Don Smith Ford Capri B 147 0:2:34.400 13 Tony Kavich / Phil Ward Mazda RX7 A 145 0:2:28.300 14 Les Grose / Alan Cant Ford Capri B 144 0:2:36.700 15 Bob Holden / Neville Bridges Escort 2.0GL B 141 0:2:38.800 16 Chris Heyer / Peter Lander Audi 5+5 B 139 0:2:41.300 17 Wally Scott / Peter Walton Toyota Celica B 137 0:2:40.700 18 Paul Jones / Bob Skelton Mazda RX7 A 137 0:2:30.300 19 Ray Gulson / Bruce Lynton Alfa GTV6 B 136 0:2:45.800 20 Bill O'Brien / Brian Sampson Falcon XD A 134 0:2:24.100 21 Geoff Leeds / Peter Fitzgerald Chev Camaro A 134 0:2:24.300 22 Greg Toepfer / Ken Mathews Commodore VH A 130 0:2:29.400 DNF Charlie O'Brien / Clive Benson-Brown Commodore VH A DNF 0:2:17.836 DNF John Craft / Russell Skaife Ford Capri B DNF not available DNF Terry Shiel / Peter Hopwood Mazda RX7 A DNF not available DNF Greg Symes / Bruce Smith Commodore VB A DNF not available DNF John Goss / Bob Tullius Jaguar XJ-S A DNF not available DNF Ron Wanless / Garry Rogers Commodore VH A DNF not available DNF Tony Parkinson / Bernie Stack Commodore VC A DNF not available DNF Ross Burbidge / Craig Kinmonth Mazda RX7 A DNF not available DNF Alan Taylor / Kevin Kennedy Commodore VC A DNF not available DNF James Faneco / Allan Gough Isuzu Gemini B DNF not available DNF Denny Hulme / Stephen Brook BMW 635CSi A DNF not available DNF Steve Harrington / Garth Wigston Commodore VH A DNF not available DNF Alan Jones / Barry Jones Mazda RX7 A DNF not available DNF Joe Moore / Graham Moore Falcon XE A DNF not available DNF Garry Willmington / Mike Griffin Falcon Xd A DNF not available DNF Graeme Bailey / Steve Land Toyota Celica B DNF not available DNF Warren Cullen / Gary Cooke Commodore VH A DNF not available DNF John Donnelly / Ian McGee Falcon XD A DNF not available DNF Alf Grant / Leo Leonard Falcon XD A DNF not available DNF George Fury / Fred Gibson Nissan Bluebird A DNF not available DNF Kevin Bartlett / Colin Bond Chev Camaro A DNF not available DNF Murray Carter / Rusty French Falcon XE A DNF not available DNF John English / Paul Gulson Falcon Xd A DNF not available DNF Lawrie Nelson / Peter Jones Ford Capri B DNF not available DNF Gerry Burges / Lynn Brown Mazda RX7 A DNF not available DNF Terry Finnigan / John Gates Commodore VH A DNF not available DNF Fred Geissler / Ralph Radburn Commodore VH A DNF not available DNF John Duggan / Don Bretland Mazda RX7 A DNF not available DNF Barry Lawrence / Geoff Russell Commodore VH A DNF not available DNF Dick Johnson / John French Falcon XE A DNF not available DNF Brian Callaghan / Bob Muir Falcon XE A DNF not available
1982,1000,James Hardie 1000 Mount Panorama,Bathurst 3rd October,James Hardie 1000 Mount Panorama Bathurst 3rd October 1982 1982 Hardie-Ferodo 1000 Program Number of Laps: 163 Total Race Time: 6:32:3.2 Fastest lap: Peter Brock 2:20.1 (158.60 km/h) Classes: Class A - Over 3000cc; Class B - Under 3000cc Please Note: You can sort this listing by simply clicking on the column heading PLACE DRIVER / CO DRIVER(S) VEHICLE CLASS LAPS QUALIFYING 1 Peter Brock / Larry Perkins Commodore VH A 163 0:2:17.836 2 Allan Grice / Alan Browne Commodore VH A 162 0:2:17.501 3 John Harvey / Gary Scott Commodore VH A 162 0:2:19.764 4 Peter Janson / David Parsons Commodore VH A 158 0:2:22.900 5 Jim Richards / David Hobbs BMW 635CSi A 157 0:2:23.800 6 Allan Moffat / Yoshimi Katayama Mazda RX7 A 156 0:2:19.761 7 Steve Masterton / Bruce Stewart Falcon XE A 155 0:2:25.700 8 Masahiro Hasemi / Kazuyoshi Hoshino Nissan Bluebird B 153 0:2:18.870 9 Peter McLeod / Peter Dane Mazda RX7 A 153 0:2:23.100 10 Phil Alexander / Ron Gillard Mazda RX7 A 149 0:2:25.700 11 Ron Dickson / Bob Stevens Chev Camaro A 149 0:2:24.100 12 Barry Seton / Don Smith Ford Capri B 147 0:2:34.400 13 Tony Kavich / Phil Ward Mazda RX7 A 145 0:2:28.300 14 Les Grose / Alan Cant Ford Capri B 144 0:2:36.700 15 Bob Holden / Neville Bridges Escort 2.0GL B 141 0:2:38.800 16 Chris Heyer / Peter Lander Audi 5+5 B 139 0:2:41.300 17 Wally Scott / Peter Walton Toyota Celica B 137 0:2:40.700 18 Paul Jones / Bob Skelton Mazda RX7 A 137 0:2:30.300 19 Ray Gulson / Bruce Lynton Alfa GTV6 B 136 0:2:45.800 20 Bill O'Brien / Brian Sampson Falcon XD A 134 0:2:24.100 21 Geoff Leeds / Peter Fitzgerald Chev Camaro A 134 0:2:24.300 22 Greg Toepfer / Ken Mathews Commodore VH A 130 0:2:29.400 DNF Charlie O'Brien / Clive Benson-Brown Commodore VH A DNF 0:2:17.836 DNF John Craft / Russell Skaife Ford Capri B DNF not available DNF Terry Shiel / Peter Hopwood Mazda RX7 A DNF not available DNF Greg Symes / Bruce Smith Commodore VB A DNF not available DNF John Goss / Bob Tullius Jaguar XJ-S A DNF not available DNF Ron Wanless / Garry Rogers Commodore VH A DNF not available DNF Tony Parkinson / Bernie Stack Commodore VC A DNF not available DNF Ross Burbidge / Craig Kinmonth Mazda RX7 A DNF not available DNF Alan Taylor / Kevin Kennedy Commodore VC A DNF not available DNF James Faneco / Allan Gough Isuzu Gemini B DNF not available DNF Denny Hulme / Stephen Brook BMW 635CSi A DNF not available DNF Steve Harrington / Garth Wigston Commodore VH A DNF not available DNF Alan Jones / Barry Jones Mazda RX7 A DNF not available DNF Joe Moore / Graham Moore Falcon XE A DNF not available DNF Garry Willmington / Mike Griffin Falcon Xd A DNF not available DNF Graeme Bailey / Steve Land Toyota Celica B DNF not available DNF Warren Cullen / Gary Cooke Commodore VH A DNF not available DNF John Donnelly / Ian McGee Falcon XD A DNF not available DNF Alf Grant / Leo Leonard Falcon XD A DNF not available DNF George Fury / Fred Gibson Nissan Bluebird A DNF not available DNF Kevin Bartlett / Colin Bond Chev Camaro A DNF not available DNF Murray Carter / Rusty French Falcon XE A DNF not available DNF John English / Paul Gulson Falcon Xd A DNF not available DNF Lawrie Nelson / Peter Jones Ford Capri B DNF not available DNF Gerry Burges / Lynn Brown Mazda RX7 A DNF not available DNF Terry Finnigan / John Gates Commodore VH A DNF not available DNF Fred Geissler / Ralph Radburn Commodore VH A DNF not available DNF John Duggan / Don Bretland Mazda RX7 A DNF not available DNF Barry Lawrence / Geoff Russell Commodore VH A DNF not available DNF Dick Johnson / John French Falcon XE A DNF not available DNF Brian Callaghan / Bob Muir Falcon XE A DNF not available
1982,1000,James Hardie 1000 Mount Panorama,Bathurst 3rd October,James Hardie 1000 Mount Panorama Bathurst 3rd October 1982
1982,1000,James Hardie 1000 Mount Panorama,Bathurst 3rd October,1982 Hardie-Ferodo 1000 Program Number of Laps: 163 Total Race Time: 6:32:3.2 Fastest lap: Peter Brock 2:20.1 (158.60 km/h) Classes: Class A - Over 3000cc; Class B - Under 3000cc
1983,1,Peter Brock,Larry Perkins,Commodore VH
1983,2,Allan Moffat,Yoshimi Katayama,Mazda RX7
1983,3,Allan Grice,Colin Bond,Commodore VH
1983,4,Garth Wigston,Steve Harrington,Commodore VH
1983,5,Peter McLeod,Graeme Bailey,Mazda RX7
1983,6,Jim Keogh,Leo Leonard,Commodore VH
1983,7,Alf Grant,David Seldon,Falcon XD
1983,8,Bob Morris,Rusty French,Commodore VH
1983,9,Phil Alexander,Ron Gillard,Mazda RX7
1983,10,Andrew Harris,Gary Cooke,Commodore VH
1983,11,Barry Jones,Rod Millen,Mazda RX7
1983,12,Garry Rogers,Clive Benson-Brown,Commodore VH
1983,13,Garry Willmington,Mike Griffin,Falcon XD
1983,14,Alan Taylor,Kevin Kennedy,Commodore VH
1983,15,Les Grose,Alan Cant,Ford Capri
1983,16,Greg Syme,Bruce Smith,Commodore VH
1983,17,Ray Gulson,Gerard Murphy,Alfa GTV6
1983,18,Tony Mulvihill,John Murden,Mazda RX7
1983,19,Bill O'Brien,Brian Sampson,Falcon XD
1983,20,Brian Callaghan,Barry Graham,Falcon XE
1983,21,Johnnie Walker,Gene Cook,Mazda RX7
1983,22,Fred Gibson,John French,Nissan Bluebird
1983,23,Ken Mathews,Greg Toepfer,Commodore VH
1983,24,Chris Heyer,Don Bretland,Audi 5+5
1983,25,John White,Bernie McClure,Isuzu Gemini
1983,26,Lawrie Nelson,Peter Jones,Ford Capri
1983,1000,James Hardie 1000 Mount Panorama,Bathurst 2nd October,James Hardie 1000 Mount Panorama Bathurst 2nd October 1983 1983 Hardie-Ferodo 1000 Program Number of Laps: 163 Total Race Time: 6:28:31.6 Fastest lap: Peter Brock 2:18.5 (160.43 km/h) Classes: Class A - Over 3000cc; Class B - Under 3000cc Please Note: You can sort this listing by simply clicking on the column heading PLACE DRIVER / CO DRIVER(S) VEHICLE CLASS LAPS QUALIFYING 1 Peter Brock / Larry Perkins / John Harvey Commodore VH A 163 0:2:18.549 2 Allan Moffat / Yoshimi Katayama Mazda RX7 A 162 0:2:19.800 3 Allan Grice / Colin Bond Commodore VH A 160 0:2:18.963 4 Garth Wigston / Steve Harrington Commodore VH A 158 0:2:19.200 5 Peter McLeod / Graeme Bailey Mazda RX7 A 158 0:2:21.200 6 Jim Keogh / Leo Leonard Commodore VH A 157 0:2:20.100 7 Alf Grant / David Seldon Falcon XD A 156 0:2:22.200 8 Bob Morris / Rusty French Commodore VH A 154 0:2:21.184 9 Phil Alexander / Ron Gillard Mazda RX7 A 153 0:2:22.000 10 Andrew Harris / Gary Cooke Commodore VH A 151 0:2:23.100 11 Barry Jones / Rod Millen Mazda RX7 A 151 0:2:28.200 12 Garry Rogers / Clive Benson-Brown Commodore VH A 149 0:2:18.648 13 Garry Willmington / Mike Griffin Falcon XD A 147 0:2:25.000 14 Alan Taylor / Kevin Kennedy Commodore VH A 146 0:2:25.500 15 Les Grose / Alan Cant Ford Capri B 144 0:2:33.700 16 Greg Syme / Bruce Smith Commodore VH A 141 0:2:24.600 17 Ray Gulson / Gerard Murphy Alfa GTV6 B 141 0:2:39.400 18 Tony Mulvihill / John Murden Mazda RX7 A 138 0:2:38.000 19 Bill O'Brien / Brian Sampson Falcon XD A 136 0:2:21.400 20 Brian Callaghan / Barry Graham Falcon XE A 136 0:2:22.500 21 Johnnie Walker / Gene Cook Mazda RX7 A 135 0:2:32.500 22 Fred Gibson / John French Nissan Bluebird A 134 0:2:21.100 23 Ken Mathews / Greg Toepfer Commodore VH A 132 0:2:21.900 24 Chris Heyer / Don Bretland Audi 5+5 B 132 0:2:44.200 25 John White / Bernie McClure Isuzu Gemini B 125 0:2:39.800 26 Lawrie Nelson / Peter Jones Ford Capri B 114 0:2:33.900 DNF Barry Seton / Glenn Seton Ford Capri B DNF 0:2:18.549 DNF George Fury / Gary Scott Nissan Bluebird A DNF not available DNF Terry Shiel / Wally Storey Mazda RX7 A DNF not available DNF Mike Burgmann / Tony Longhurst Chev Camaro A DNF not available DNF Fred Geissler / Ralph Radburn Commodore VH A DNF not available DNF Warren Cullen / Ron Harrop Commodore VH A DNF not available DNF Peter Janson / David Parsons Commodore VH A DNF not available DNF Terry Ryan / Graham Storah Mazda RX7 A DNF not available DNF Andrew Manson / Geoffrey Manson Commodore VH A DNF not available DNF Bernie Stack / Bob Jennings Commodore VH A DNF not available DNF Terry Finnigan / Geoff Leeds Commodore VH A DNF not available DNF Laurie Hazelton / Jerry Strauberg Ford Capri B DNF not available DNF Dick Johnson / Kevin Bartlett Falcon XE A DNF not available DNF Gregg Hansford / Garry Waldon Mazda RX7 A DNF not available DNF John Donnelly / Kerry Baily Falcon XD A DNF not available DNF Gerry Burges / Roger Mandeville Mazda RX7 A DNF not available DNF John English / Paul Gulson Falcon XD A DNF not available DNF Ron Dickson / Bob Stevens Mazda RX7 A DNF not available DNF Joe Moore / Graham Moore Falcon XE A DNF not available DNF Steve Masterton / Bruce Stewart Falcon XE A DNF not available DNF Murray Carter / David Clement Mazda RX7 A DNF not available DNF Christine Gibson / Bob Muir Pulsar Exa B DNF not available DNF Peter Brock / Larry Perkins Commodore VH A DNF not available DNF John Bundy / Norm Carr Mazda RX7 A DNF not available DNF Jim Richards / Frank Gardner BMW 635CSi A DNF not available DNF Gary Hinton / Lester Smerdon Commodore VC A DNF not available DNF John Craft / Don Smith Ford Capri B DNF not available DNF Tony Hubbard / Jim Faneco Falcon XE A DNF not available DNF Ron Grose / David Grose Mazda RX7 A DNF not available
1983,1000,James Hardie 1000 Mount Panorama,Bathurst 2nd October,James Hardie 1000 Mount Panorama Bathurst 2nd October 1983 1983 Hardie-Ferodo 1000 Program Number of Laps: 163 Total Race Time: 6:28:31.6 Fastest lap: Peter Brock 2:18.5 (160.43 km/h) Classes: Class A - Over 3000cc; Class B - Under 3000cc Please Note: You can sort this listing by simply clicking on the column heading PLACE DRIVER / CO DRIVER(S) VEHICLE CLASS LAPS QUALIFYING 1 Peter Brock / Larry Perkins / John Harvey Commodore VH A 163 0:2:18.549 2 Allan Moffat / Yoshimi Katayama Mazda RX7 A 162 0:2:19.800 3 Allan Grice / Colin Bond Commodore VH A 160 0:2:18.963 4 Garth Wigston / Steve Harrington Commodore VH A 158 0:2:19.200 5 Peter McLeod / Graeme Bailey Mazda RX7 A 158 0:2:21.200 6 Jim Keogh / Leo Leonard Commodore VH A 157 0:2:20.100 7 Alf Grant / David Seldon Falcon XD A 156 0:2:22.200 8 Bob Morris / Rusty French Commodore VH A 154 0:2:21.184 9 Phil Alexander / Ron Gillard Mazda RX7 A 153 0:2:22.000 10 Andrew Harris / Gary Cooke Commodore VH A 151 0:2:23.100 11 Barry Jones / Rod Millen Mazda RX7 A 151 0:2:28.200 12 Garry Rogers / Clive Benson-Brown Commodore VH A 149 0:2:18.648 13 Garry Willmington / Mike Griffin Falcon XD A 147 0:2:25.000 14 Alan Taylor / Kevin Kennedy Commodore VH A 146 0:2:25.500 15 Les Grose / Alan Cant Ford Capri B 144 0:2:33.700 16 Greg Syme / Bruce Smith Commodore VH A 141 0:2:24.600 17 Ray Gulson / Gerard Murphy Alfa GTV6 B 141 0:2:39.400 18 Tony Mulvihill / John Murden Mazda RX7 A 138 0:2:38.000 19 Bill O'Brien / Brian Sampson Falcon XD A 136 0:2:21.400 20 Brian Callaghan / Barry Graham Falcon XE A 136 0:2:22.500 21 Johnnie Walker / Gene Cook Mazda RX7 A 135 0:2:32.500 22 Fred Gibson / John French Nissan Bluebird A 134 0:2:21.100 23 Ken Mathews / Greg Toepfer Commodore VH A 132 0:2:21.900 24 Chris Heyer / Don Bretland Audi 5+5 B 132 0:2:44.200 25 John White / Bernie McClure Isuzu Gemini B 125 0:2:39.800 26 Lawrie Nelson / Peter Jones Ford Capri B 114 0:2:33.900 DNF Barry Seton / Glenn Seton Ford Capri B DNF 0:2:18.549 DNF George Fury / Gary Scott Nissan Bluebird A DNF not available DNF Terry Shiel / Wally Storey Mazda RX7 A DNF not available DNF Mike Burgmann / Tony Longhurst Chev Camaro A DNF not available DNF Fred Geissler / Ralph Radburn Commodore VH A DNF not available DNF Warren Cullen / Ron Harrop Commodore VH A DNF not available DNF Peter Janson / David Parsons Commodore VH A DNF not available DNF Terry Ryan / Graham Storah Mazda RX7 A DNF not available DNF Andrew Manson / Geoffrey Manson Commodore VH A DNF not available DNF Bernie Stack / Bob Jennings Commodore VH A DNF not available DNF Terry Finnigan / Geoff Leeds Commodore VH A DNF not available DNF Laurie Hazelton / Jerry Strauberg Ford Capri B DNF not available DNF Dick Johnson / Kevin Bartlett Falcon XE A DNF not available DNF Gregg Hansford / Garry Waldon Mazda RX7 A DNF not available DNF John Donnelly / Kerry Baily Falcon XD A DNF not available DNF Gerry Burges / Roger Mandeville Mazda RX7 A DNF not available DNF John English / Paul Gulson Falcon XD A DNF not available DNF Ron Dickson / Bob Stevens Mazda RX7 A DNF not available DNF Joe Moore / Graham Moore Falcon XE A DNF not available DNF Steve Masterton / Bruce Stewart Falcon XE A DNF not available DNF Murray Carter / David Clement Mazda RX7 A DNF not available DNF Christine Gibson / Bob Muir Pulsar Exa B DNF not available DNF Peter Brock / Larry Perkins Commodore VH A DNF not available DNF John Bundy / Norm Carr Mazda RX7 A DNF not available DNF Jim Richards / Frank Gardner BMW 635CSi A DNF not available DNF Gary Hinton / Lester Smerdon Commodore VC A DNF not available DNF John Craft / Don Smith Ford Capri B DNF not available DNF Tony Hubbard / Jim Faneco Falcon XE A DNF not available DNF Ron Grose / David Grose Mazda RX7 A DNF not available
1983,1000,James Hardie 1000 Mount Panorama,Bathurst 2nd October,James Hardie 1000 Mount Panorama Bathurst 2nd October 1983
1983,1000,James Hardie 1000 Mount Panorama,Bathurst 2nd October,1983 Hardie-Ferodo 1000 Program Number of Laps: 163 Total Race Time: 6:28:31.6 Fastest lap: Peter Brock 2:18.5 (160.43 km/h) Classes: Class A - Over 3000cc; Class B - Under 3000cc
1984,1,Peter Brock,Larry Perkins,Commodore VK
1984,2,John Harvey,David Parsons,Commodore VK
1984,3,Gregg Hansford,Allan Moffat,Mazda RX7
1984,4,Warren Cullen,Alan Jones,Commodore VK
1984,5,Barry Lawrence,Alan Browne,Commodore VH
1984,6,Rusty French,Geoff Russell,Commodore VH
1984,7,Brian Callaghan,Barry Graham,Falcon XE
1984,8,Mike Burgmann,Bob Stevens,Mazda RX7
1984,9,Ron Gillard,Mark Gibbs,Mazda RX7
1984,10,Alf Grant,Craig Harris,Falcon XD
1984,11,Fred Geissler,Ralph Radburn,Commodore VH
1984,12,Jeff Allam,Armin Hahne,Rover Vitesse
1984,13,Ken Mathews,Greg Toepfer,Commodore VH
1984,14,Graham Lusty,John Lusty,Commodore VH
1984,15,Denny Hulme,Leopold von Bayern,BMW 635CSi
1984,16,George Fury,Gary Scott,Nissan Bluebird
1984,17,Lester Smerdon,Wayne Park,Commodore VK
1984,18,Tony Mulvihill,Brian Nightingale,Mazda RX7
1984,19,Graham Stones,Ian Stones,Mazda RX7
1984,20,Barry Seton,Don Smith,Ford Mustang
1984,21,John Craft,Les Grose,Ford Capri
1984,22,Ray Gulson,Grant O'Donnell,Alfa GTV6
1984,23,Alan Taylor,Kevin Kennedy,Commodore VH
1984,24,Bernie Stack,Wayne Clift,Commodore VH
1984,25,Colin Campbell,John Faulkner,Commodore VH
1984,26,Bob Holden,Alexandra Surplice,Toyota Sprinter
1984,27,Chris Clearihan,David Grose,Mazda RX7
1984,28,Chris Heyer,Gerard Murphy,Audi 5+5
1984,29,Steve Soper,Ron Dickson,Rover Vitesse
1984,1000,James Hardie 1000 Mount Panorama,Bathurst 30th September,James Hardie 1000 Mount Panorama Bathurst 30th September 1984 1984 Hardie-Ferodo 1000 Program Number of Laps: 163 Total Race Time: 6:23:13.6 Fastest lap: Peter Brock 2:15.13 (164.43 km/h) Classes: Class A - Group C; Class B - Group A Please Note: You can sort this listing by simply clicking on the column heading PLACE DRIVER / CO DRIVER(S) VEHICLE CLASS LAPS QUALIFYING 1 Peter Brock / Larry Perkins Commodore VK A 163 0:2:14.390 2 John Harvey / David Parsons Commodore VK A 161 0:2:17.600 3 Gregg Hansford / Allan Moffat Mazda RX7 A 161 0:2:18.510 4 Warren Cullen / Alan Jones Commodore VK A 161 0:2:17.630 5 Barry Lawrence / Alan Browne Commodore VH A 158 0:2:18.360 6 Rusty French / Geoff Russell Commodore VH A 154 0:2:22.130 7 Brian Callaghan / Barry Graham Falcon XE A 154 0:2:20.700 8 Mike Burgmann / Bob Stevens Mazda RX7 A 153 0:2:23.820 9 Ron Gillard / Mark Gibbs Mazda RX7 A 153 0:2:18.990 10 Alf Grant / Craig Harris Falcon XD A 153 0:2:24.450 11 Fred Geissler / Ralph Radburn Commodore VH A 153 0:2:21.250 12 Jeff Allam / Armin Hahne Rover Vitesse B 152 0:2:23.410 13 Ken Mathews / Greg Toepfer Commodore VH A 151 0:2:22.160 14 Graham Lusty / John Lusty Commodore VH A 148 0:2:33.400 15 Denny Hulme / Leopold von Bayern BMW 635CSi B 148 0:2:28.640 16 George Fury / Gary Scott Nissan Bluebird A 146 0:2:13.850 17 Lester Smerdon / Wayne Park Commodore VK A 145 0:2:32.200 18 Tony Mulvihill / Brian Nightingale Mazda RX7 A 140 0:2:26.110 19 Graham Stones / Ian Stones Mazda RX7 A 138 0:2:28.700 20 Barry Seton / Don Smith Ford Mustang B 136 0:2:35.170 21 John Craft / Les Grose Ford Capri B 135 0:2:38.580 22 Ray Gulson / Grant O'Donnell Alfa GTV6 B 131 0:2:37.420 23 Alan Taylor / Kevin Kennedy Commodore VH A 130 0:2:22.300 24 Bernie Stack / Wayne Clift / Terry Shiel Commodore VH A 130 0:2:20.330 25 Colin Campbell / John Faulkner Commodore VH A 127 0:2:24.100 26 Bob Holden / Alexandra Surplice Toyota Sprinter B 125 0:2:46.540 27 Chris Clearihan / David Grose Mazda RX7 A 123 0:2:29.460 28 Chris Heyer / Gerard Murphy Audi 5+5 B 117 0:2:49.780 29 Steve Soper / Ron Dickson Rover Vitesse B 116 0:2:23.690 DNF Bruce Smith / Graeme Waswo Commodore VH A DNF 0:2:14.390 DNF John Donnelly / Simon Harrex Falcon XD A DNF not available DNF Bryan Thomson / John Mann Chev Camaro A DNF not available DNF Laurie Hazelto / Jerry Strauberg Ford Capri B DNF not available DNF Tony Kavich / Phil Alexander Mazda RX7 A DNF not available DNF Graham Moore / Peter McKay Mazda RX7 A DNF not available DNF Colin Bond / Alfredo Costanzo Alfa GTV6 B DNF not available DNF Joe Moore / Bob Muir Falcon XE A DNF not available DNF Peter Janson / Garry Rogers Commodore VH A DNF not available DNF Dick Johnson / John French Falcon XE A DNF not available DNF Bill O'Brien / Gary Cooke Falcon XD A DNF not available DNF John Smith / Stephen Brook Toyota Sprinter B DNF not available DNF Bob Morris / Barry Jones Mazda RX7 A DNF not available DNF Greville Arnel / Lyndon Arnel Mitsubishi Starion B DNF not available DNF Paul Jones / Peter Hopwood Falcon XE A DNF not available DNF John Bundy / Norm Carr Mazda RX7 A DNF not available DNF Chris Gibson / Glenn Seton Nissan Exa A DNF not available DNF Allan Grice / Steve Harrington Commodore VK A DNF not available DNF Andrew Harris / Ron Harrop Commodore VH A DNF not available DNF Terry Finnigan / Geoff Leeds Commodore VH A DNF not available DNF Jim Richards / Tony Longhurst BMW 635CSi A DNF not available DNF Peter McLeod / Graeme Bailey Mazda RX7 A DNF not available DNF Garry Willmington / Mike Griffin Falcon XD A DNF not available DNF John English / Paul Gulson Falcon XD A DNF not available DNF Kevin Bartlett / Peter Fitzgerald Mitsubishi Starion B DNF not available DNF Jim Keogh / Terry Shiel Commodore VH A DNF not available DNF Steve Masterton / Bruce Stewart Falcon XE A DNF not available DNF Allan Moffat / Gregg Hansford Mazda RX7 A DNF not available DNF Steve Harrington / Allan Grice Commodore VH A DNF not available DNF Lawrie Nelso /Peter Jones Ford Mustang B DNF not available DNF Murray Carter / John Murden Mazda RX7 A DNF not available DNF Tom Walkinshaw / John Goss Jaguar XJ-S A DNF not available DNF John Tesoriero / Bob Tindal Chev Camaro A DNF not available DNF Peter Williamson / Charlie O'Brien Toyota Supra B DNF not available
