Date,Race,Track,Winner,Margin,SP,Race Grade,Jockey,Trainer
22/10/1988,Crystal Mile,Moonee Valley,True Dreams,0.1,$13 ,G3,Peter Cook,Ron Leemon
22/10/1988,Moir Stakes,Moonee Valley,Scarlet Bisque,3.3,$17 ,G2,Darryn Murphy,Colin Hayes
22/10/1988,Moonee Valley Gold Cup,Moonee Valley,Ideal Centreman,2.25,$12 ,G2,Brent Thomson,Clive Balfour
22/10/1988,Moonee Valley Vase,Moonee Valley,Big Grey Roo,0.5,$2.10F,LR,Mick Dittman,Geoff Murphy
22/10/1988,Valley Pearl Stakes,Moonee Valley,Appleby Fair,3.8,$3F,LR,Harry White,Steve Richards
22/10/1988,Port Adelaide Guineas,Cheltenham,Pride Of Ingenue,3.5,$2.50F,G3,Peter Shepherd,John Hawkes
22/10/1988,Eurythmic Stakes,Ascot,Eastern Flight,0.4,$8 ,LR,Simon Miller,P Brown
22/10/1988,WATC Ascot Stakes,Ascot,Deadly Pursuit,0.5,$3.25 ,LR,George Davies,
22/10/1988,WATC Gimcrack Stakes,Ascot,Hold That Smile,3,$1.15F,LR,Mark Sesitch,Ted Martinovich
22/10/1988,West Australian Guineas,Ascot,My Bobby Boo,0.8,$21 ,G2,Danny Miller (Snr),Joe Byrne
26/10/1988,Werribee Cup,Werribee,Apollo Run,0.3,$6.50 ,LR,Michael Clarke,Colin Alderson
29/10/1988,Archer Stakes,Flemington,Copatonic,0.3,$13 ,G2,Michael Clarke,Paul Perry
29/10/1988,Danehill Stakes,Flemington,Speeding Fine,1,$7 ,G3,Michael Barlow,John Kennedy
29/10/1988,Maribyrnong Plate,Flemington,Show County,1.5,$2F,G2,Brian Wood,Max Wiggins
29/10/1988,Victoria Derby,Flemington,King's High,0.1,$9 ,G1,Gary Clarke,Colin Hayes
29/10/1988,VRC Carbine Club Stakes,Flemington,Wonder Dancer,0.1,$3.50F,LR,Brent Thomson,Tommy Smith
29/10/1988,VRC Champions Sprint,Flemington,Special,0.3,$6F,G1,Michael Clarke,Colin Hayes
29/10/1988,Wakeful Stakes,Flemington,Research,2,$3F,G2,Mick Dittman,Clarry Conners
29/10/1988,Luckygray Stakes,Ascot,Run Swiftly,0.3,$4.50 ,LR,Jonno Bennier,S Maynard
1/11/1988,Desirable Stakes,Flemington,Angel On High,0.2,$6.50 ,LR,Michael Clarke,Colin Hayes
1/11/1988,Empire Rose Stakes,Flemington,Concordance,3.5,$3.25F,LR,Michael Clarke,Colin Hayes
1/11/1988,Melbourne Cup,Flemington,Empire Rose,0.1,$6EF,G1,Tony Allan,Laurie Laxon
1/11/1988,Rising Fast Stakes,Flemington,Bowie,0.2,$2.75F,G3,John Marshall,Bart Cummings
1/11/1988,J.C. Roberts Stakes,Ascot,Word Of Honour,0.1,$8 ,G3,Ron Franklin,Alan Mathews
1/11/1988,Prince Of Wales Stakes,Ascot,Fimiston,1.8,$2.10F,G3,Ian Albuino,Alan Hawke
3/11/1988,The Amanda Elliott,Flemington,Speeding Fine,0.5,$4.25 ,LR,Michael Barlow,John Kennedy
3/11/1988,Bobby McGee's Stakes,Flemington,Saloon Rule,2.8,$101 ,LR,Dale Short,Ken Keys
3/11/1988,TAB Trophy,Flemington,Shipwreck,0.2,$4.50 ,LR,Shane Dye,Vic Thompson
3/11/1988,The Damien Oliver,Flemington,Redelva,1.75,$3.50F,G2,Neville Wilson,Greg Varcoe
3/11/1988,Victoria Oaks,Flemington,Research,3.8,$2.50EF,G1,Mick Dittman,Clarry Conners
5/11/1988,Century Stakes,Flemington,Stimulus,0.2,$9 ,LR,John Marshall,Bart Cummings
5/11/1988,Flemington Stakes,Flemington,Bejilla,1.5,$11 ,LR,Gary Willetts,Geoff Murphy
5/11/1988,Kirin Ichiban Plate,Flemington,Crown Ridge,0.1,$2.50F,LR,Michael Clarke,Colin Hayes
5/11/1988,Red Roses Stakes,Flemington,Blixen,3.5,$12 ,LR,Darren Beadman,Vic Thompson
5/11/1988,VRC Champions Mile,Flemington,Our Westminster,1.3,$7.50 ,G1,Peter Cook,Ngaire Fraser
5/11/1988,VRC Queen Elizabeth Stakes,Flemington,Zamakima,0.2,$2.25F,G2,Larry Olsen,Jack Denham
5/11/1988,Strickland Stakes,Ascot,Perfect Answer,0.1,$4.50EF,G3,Stephen Miller,Steve Wallace
5/11/1988,WATC Queen's Plate,Ascot,Hold That Smile,1.8,$1.35F,G3,Mark Sesitch,Ted Martinovich
9/11/1988,Bendigo Cup,Bendigo,Betoota,1.5,$15 ,LR,Robert Heffernan,Wayne Walters
12/11/1988,Merson Cooper Stakes,Sandown,Saloon Rule,2.5,$6 ,G3,Dale Short,Ken Keys
12/11/1988,Sandown Guineas,Sandown,Blixen,0.4,$6 ,G2,Shane Dye,Vic Thompson
12/11/1988,Sandown Stakes,Sandown,Rendoo,1.8,$15 ,G3,Stephen Schofield,Geoff Murphy
12/11/1988,Twilight Glow Stakes,Sandown,Scollata,2.3,$3.25 ,LR,Michael Clarke,Colin Hayes
12/11/1988,Brisbane Handicap,Eagle Farm,Vo Rogue,0.5,$1.57F,LR,Cyril Small,Vic Rail
12/11/1988,Asian Beau Stakes,Ascot,Ableson,0.1,$5 ,LR,Danny Miller,Reg Treffone
12/11/1988,Old Comrade Stakes,Ascot,Bells Are Calling,0.8,$26 ,LR,Vaughn Sigley,Allan Taylor
16/11/1988,Pinjarra Oaks Trial Stakes,Pinjarra,Slightly Pink,0.2,$3.25 ,LR,Ron Quinton,Neville Begg
16/11/1988,Ballarat Cup,Ballarat,Great Warrior,0.1,$34 ,LR,Midge Cooper,John Hedley
19/11/1988,Queensland Cup,Eagle Farm,Evasion,1.75,$15 ,LR,Brian York,Bruce McLachlan
19/11/1988,SAJC Thomas Elder Stakes,Cheltenham,To The End,0.1,$5 ,LR,Des Coleman,K Finlay
19/11/1988,WATC Premier's Cup,Ascot,Muromoon,0.1,$5 ,LR,Grant Gibbs,John Askevold
26/11/1988,Eclipse Stakes,Sandown,Super Impose,2.25,$6.50 ,LR,Michael Heagney,Lee Freedman
26/11/1988,Northerly Stakes,Ascot,Vo Rogue,2.25,$1.44F,G1,Cyril Small,Vic Rail
26/11/1988,Supremacy Stakes,Ascot,Timeless Action,2,$5 ,LR,Peter Barnett,Lou Luciani
26/11/1988,WATC Oaks,Ascot,Trappings,0.2,$2.75EF,G1,Ron Quinton,Neville Begg
26/11/1988,Winterbottom Stakes,Ascot,Sky Filou,0.3,$2.75F,G2,Ron Franklin,Bob Taylor
1/12/1988,Pinjarra Guineas,Pinjarra,Glacier Peak,0.2,$2.75 ,LR,Simon Marshall,Geoff Murphy
3/12/1988,Recognition Stakes,Eagle Farm,Miss Fleet,0.2,$13 ,LR,Steve Sharman,Greg Mance
3/12/1988,Placid Ark Stakes,Ascot,Magic Message,0.8,$11 ,LR,Brad Ball,Lou Luciani
3/12/1988,WATC Tattersall's Cup,Ascot,Pagonic,1.3,$5F,LR,Shayne Miller,Keith Mifflin
10/12/1988,Festival Stakes,Rosehill,Tetue Topaze,0.1,$201 ,LR,Kevin Moses,Jan Perry
10/12/1988,City Of Marion Stakes,Cheltenham,Sweet Chariot,0.1,$3.50F,LR,Bill Sharp,Frances Nelson
10/12/1988,G.A. Towton Cup,Ascot,Betoota,0.3,$13 ,LR,Robert Heffernan,Wayne Walters
10/12/1988,Melvista Stakes,Ascot,Brooklyn Dodger,5,$2.25F,LR,John Marshall,Tom Hughes Snr
10/12/1988,N.J. Way Stakes,Ascot,Timeless Action,2.3,$2.50 ,LR,Peter Barnett,Lou Luciani
10/12/1988,R.J. Peters Stakes,Ascot,Bowie,1.3,$4 ,G3,John Marshall,Bart Cummings
15/12/1988,Millionaire Sires' Stakes,Pinjarra,Wonder Dancer,1.8,$2.25F,G3,Mark Sestich,Tommy Smith
17/12/1988,ATC Christmas Cup,Rosehill,Macquarie Prince,0.2,$5 ,LR,Ken Russell,Brian Mayfield-Smith
17/12/1988,O.J. Smith Challenge Stakes,Cheltenham,Saratov,0.3,$2.20F,LR,Richard Jolly,Joe Hall
17/12/1988,Raconteur Stakes,Ascot,Main Vain,0.2,$11 ,LR,Laurie Millington,C Fry
24/12/1988,The Ingham,Randwick,Tumble On,0.4,$9 ,G2,Malcolm Johnston,Keith Dryden
24/12/1988,WATC December Stakes,Ascot,Escondida,2,$8 ,LR,Jonno Bennier,
24/12/1988,WATC Lee Steere Stakes,Ascot,Sky Filou,0.1,$3.50F,G2,Alby Smith,Bob Taylor
26/12/1988,ATC Summer Cup,Randwick,Super Impose,2,$2.40F,G3,Shane Dye,Lee Freedman
26/12/1988,Queen Elizabeth II Cup,Morphettville,Jolly Good Thought,1.3,$8 ,G3,Alf Matthews,Ted Cameron
26/12/1988,SAJC Christmas Handicap,Morphettville,Beau George,3,$3.20F,G3,Ricky Pietsch,Tony Selfe
26/12/1988,Tasmanian Guineas,Launceston,Solomon,0.3,$11 ,LR,Tony Skeoch,Royston Carr
26/12/1988,Lord Stakes,Caulfield,Beau Trist,0.2,$5.50 ,LR,Brendan Cohen,Doug Harrison
26/12/1988,MRC Christmas Stakes,Caulfield,Confucius Flyer,0.4,$6 ,LR,John Didham,John Sadler
26/12/1988,Karrakatta Plate,Ascot,Hold That Smile,2.5,$1.65F,G1,Mark Sesitch,Ted Martinovich
26/12/1988,Ted Van Heemst Stakes,Ascot,Saratov,0.2,$4 ,G2,Richard Jolly,Joe Hall
26/12/1988,WATC Australian Derby,Ascot,Wonder Dancer,0.3,$3.50 ,G1,Mick Dittman,Tommy Smith
31/12/1988,B.J. McLachlan Stakes,Doomben,Scomasc,0.8,$1.90F,LR,Stephen Schofield,Henry Davis
31/12/1988,Lough Neagh Stakes,Doomben,Come On Eileen,1.3,$17 ,G3,Peter Losh,Howard Wilson
31/12/1988,WATC ATA Stakes,Ascot,Bohemian Bridge,1.3,$4 ,LR,Peter Barnett,Ken John
31/12/1988,WATC Railway Stakes,Ascot,Marwong,1.75,$21 ,G1,Simon Marshall,Geoff Murphy
2/1/1989,ATC January Cup,Randwick,Tierra Rist,0.8,$3F,LR,Gavan Duffy,Bart Cummings
2/1/1989,Carrington Stakes,Randwick,Sunalong Lass,1.3,$5 ,LR,Scott Thurlow,Terry Drayton
