YEAR,RACE,TRACK,DISTANCE,WINNER,TRAINER,JOCKEY,COUNTRY,,,,,,,,,
1981,NZ OAKS,TRENTHAM,2400,Glamour Bay,Fred Beguely,Bruce Compton,NEW ZEALAND,,,,,,,,,
1981,NZ RAILWAY STAKES,ELLERSLIE,1200,Gold Hope,Ray Verner,David Peake,NEW ZEALAND,,,,,,,,,
1981,NZ STAKES,,,Pays Anne,Wayne Pike,Phil Alderman,,,,,,,,,,
1981,OAK LEAF STAKES,,,Header Card,David Kassen,Darrel McHargue,,,,,,,,,,
1981,OAK TREE INVITATIONAL,,,John Henry,Ron McAnally,Bill Shoemaker,,,,,,,,,,
1981,OAKLEIGH PLATE,CAULFIELD,1100,Gleaming Waters,Theo Howe,Dale Short,AUSTRALIA,,,,,,,,,
1981,OAKS D'ITALIA,,,Val d'Erica,Aldiuno Botti,Peo Perlanti,,,,,,,,,,
1981,PENFOLDS CHARDON MILE,,,The Twinkle,Tony Dennis,Ally Robinson,,,,,,,,,,
1981,PERTH CUP,ASCOT (AUS),3200,Magistrate,Ian Steffert,Bob Skelton,AUSTRALIA,,,,,,,,,
1981,PHOENIX STAKES,,,Achieved,Vincent O'Brien,Pat Eddery,,,,,,,,,,
1981,POULE D'ESSAI DES POULAINS,,,Recitation,Guy Harwood,Greville Starkey,,,,,,,,,,
1981,POULE D'ESSAI DES POULICHES,,,Ukriane Girl,Robert Collet,Pat Eddery,,,,,,,,,,
1981,PREAKNESS STAKES,PIMILCO,1900,Pleasant Colony,John Campo,Jorge Velasquez,USA,,,,,,,,,
1981,PREIS VON EUROPA,,,Glint Of Gold,Ian Balding,John Matthias,,,,,,,,,,
1981,PREMIO LYDIA TESIO,,,Oraston,Fulke Johnson Houghton,John Reid,,,,,,,,,,
1981,PREMIO ROMA,,,Dentz,Federico Regoli,Vittirio Panici,,,,,,,,,,
1981,PRIX D'ISPAHAN,,,The Wonder,Jacques de Chevigny,Alain Lequeux,,,,,,,,,,
1981,PRIX DE DIANE,,,Madam Gay,Paul Kellaway,Lester Piggott,,,,,,,,,,
1981,PRIX DE L'ABBAYE DE LONGCHAMP,,,Marwell,Sir Michael Stoute,Walter Swinburn,,,,,,,,,,
1981,PRIX DE L'ARC DE TRIOMPHE,LONGCHAMP,2400,Gold River,Alec Head,Gary Moore,FRANCE,,,,,,,,,
1981,PRIX DE LA FORET,,,Moorestyle,Robert Armstrong,Lester Piggott,,,,,,,,,,
1981,PRIX DE LA SALAMANDRE,,,Green Forest,Mitri Saliba,Alfred Gibert,,,,,,,,,,
1981,PRIX DU CADRAN,,,Gold River,Alec Head,Freddy Head,,,,,,,,,,
1981,PRIX DU JOCKEY CLUB,,,Bikala,Patrick Biancone,Serge Gorli,,,,,,,,,,
1981,PRIX DU MOULIN DE LONGCHAMP,,,Northjet,Olivier Douieb,Freddy Head,,,,,,,,,,
1981,PRIX GANAY,,,Argument,Maurice Zilber,Alain Lequeux,,,,,,,,,,
1981,PRIX JACQUES LE MAROIS,,,Northjet,Olivier Douieb,Freddy Head,,,,,,,,,,
1981,PRIX JEAN LUC-LAGARDERE,,,Green Forest,Mitri Saliba,Alain Goldsztejn,,,,,,,,,,
1981,PRIX LUPIN,,,No Lute,Robert Sangster,Pat Eddery,,,,,,,,,,
1981,PRIX MARCEL BOUSSAC,,,Play It Safe,Francois Boutin,Lester Piggott,,,,,,,,,,
1981,PRIX MORNY,DEAUVILLE,1200,Green Forest,Mitri Saliba,Alfred Gibert,FRANCE,,,,,,,,,
1981,PRIX ROBERT PAPIN,MAISONS-LAFITTE,1100,Maelstrom Lake,Edouard Bartholomew,Georges Doleuze,FRANCE,,,,,,,,,
1981,PRIX ROYAL-OAK,LONGCHAMP,3100,Ardross,Sir Henry Cecil,Lester Piggott,FRANCE,,,,,,,,,
1981,PRIX SAINT-ALARY,LONGCHAMP,2000,Tootens,Edouard Bartholomew,Georges Doleuze,FRANCE,,,,,,,,,
1981,PRIX VERMEILLE,LONGCHAMP,2400,April Run,Francois Boutin,Philippe Paquet,FRANCE,,,,,,,,,
1981,PURE-PAK STAKES,FLEMINGTON,1200,Zegna,Ray McMahon,Robert Heffernan,AUSTRALIA,,,,,,,,,
1981,QUEEN ELIZABETH STAKES,RANDWICK,2000,My Blue Denim,Dave O'Sullivan,Peter Cook,AUSTRALIA,,,,,,,,,
1981,QUEENSLAND DERBY,EAGLE FARM,2400,Mr Cromwell,Jim Atkins,Michael Pelling,AUSTRALIA,,,,,,,,,
1981,QUEENSLAND OAKS,EAGLE FARM,2400,November Rain,Neville Begg,Ron Quinton,AUSTRALIA,,,,,,,,,
1981,RACING POST TROPHY,,,Count Pahlan,Bruce Hobbs,Geoff Baxter,,,,,,,,,,
1981,RAILWAY STAKES,ASCOT (AUS),1500,Iko,Tommy Smith,Malcolm Johnston,AUSTRALIA,,,,,,,,,
1981,RAWSON STAKES,ROSEHILL,2000,Hyperno,Bart Cummings,Harry White,AUSTRALIA,,,,,,,,,
1981,REMSEN STAKES,,,Laser Light,O'Donnell Lee,Vincent Bracciale Jnr,,,,,,,,,,
1981,ROSEHILL GUINEAS,ROSEHILL,2000,Deck The Halls,Rob McGuiness,Mick Dittman,AUSTRALIA,,,,,,,,,
1981,RUFFIAN HANDICAP,,,Relaxing,Angel Penna Snr,Angel Cordero Jnr,,,,,,,,,,
1981,SAN ANTONIO HANDICAP,,,Flying Paster,Gordon Campbell,Chris McCarron,,,,,,,,,,
1981,SAN FERNANDO STAKES,,,Doonesbury,Barney Willis,Sandy Hawley,,,,,,,,,,
1981,SAN JUAN CAPISTRANO INVITATIONAL,,,Obraztsovy,Charles Whittingham,Patrick Valenzuela,,,,,,,,,,
1981,SAN LUIS REY STAKES,,,John Henry,Ron McAnally,Laffit Pincay Jnr,,,,,,,,,,
1981,SANTA ANITA DERBY,,,Splendid Spruce,Chay Knight,Darrel McHargue,,,,,,,,,,
1981,SANTA ANITA HANDICAP,,,John Henry,Ron McAnally,Laffit Pincay Jnr,,,,,,,,,,
1981,SANTA ANITA OAKS,,,Neil's Briquette,Jack Van Berg,Bill Shoemaker,,,,,,,,,,
1981,SANTA BARBARA HANDICAP,,,The Very One,Stephen DiMauro,Jorge Velasquez,,,,,,,,,,
1981,SANTA MARGARITA INVITATIONAL HANDICAP,,,Princess Karenda,Gene Cleveland,Laffit Pincay Jnr,,,,,,,,,,
1981,SAPLING STAKES,,,Out Of Hock,Stanley Rieser,Don Brumfield,,,,,,,,,,
1981,SELIMA STAKES,,,Snow Pow,Loen Blusiewicz,Jack Kaenel,,,,,,,,,,
1981,SIRES' PRODUCE STAKES,RANDWICK,1400,Full On Aces,Angus Armanasco,Mick Dittman,AUSTRALIA,,,,,,,,,
1981,SORORITY STAKES,,,Apalachee Honey,Timothy Muckler,Michael Morgan,,,,,,,,,,
1981,SOUTH AFRICAN CLASSIC,,,Breyani,David Payne,,,,,,,,,,,
1981,SOUTH AUSTRALIAN DERBY,MORPHETTVILLE,2500,Brewery Boy,Tommy Smith,Wayne Treloar,AUSTRALIA,,,,,,,,,
1981,SPINAWAY STAKES,,,Before Dawn,John Veitch,Gregg McCarron,,,,,,,,,,
1981,SPINSTER STAKES,,,Glorious Song,John Cairns,Robin Platts,,,,,,,,,,
1981,SPRING CHAMPION STAKES,RANDWICK,2000,Best Western,Bart Cummings,Larry Olsen,AUSTRALIA,,,,,,,,,
1981,ST LEGER,DONCASTER,2921,Cut Above,Dick Hern,Joe Mercer,ENGLAND,,,,,,,,,
1981,STRADBROKE HANDICAP,EAGLE FARM,1400,Watney,Kel Chapman,Robert Heffernan,AUSTRALIA,,,,,,,,,
1981,STRUB STAKES,,,Super Moment,Ron McAnally,Fernando Toro,,,,,,,,,,
1981,SUBURBAN HANDICAP,,,Temperance Hill,Joseph Cantey,Donald MacBeth,,,,,,,,,,
1981,SUNSET HANDICAP,,,Galaxy Libra,Charles Whittingham,Bill Shoemaker,,,,,,,,,,
1981,SUSSEX STAKES,GOODWOOD,1600,Kings Lake,Vincent O'Brien,Pat Eddery,ENGLAND,,,,,,,,,
1981,SWAPS STAKES,,,Noble Nashua,Jose Martin,Laffit Pincay Jnr,,,,,,,,,,
1981,SYDNEY CUP,RANDWICK,3200,Our Paddy Boy,Colin Hayes,Mick Mallyon,AUSTRALIA,,,,,,,,,
1981,TANCRED STAKES,ROSEHILL,2400,My Blue Denim,Dave O'Sullivan,Peter Cook,AUSTRALIA,,,,,,,,,
1981,TATTERSALLS GOLD CUP,,,Erins Isle,Jim Bolger,Declan Gillespie,,,,,,,,,,
1981,THE METROPOLITAN,RANDWICK,2600,Belmura Lad,Bart Cummings,Larry Olsen,AUSTRALIA,,,,,,,,,
1981,THORNDON MILE,TRENTHAM,1600,Speculation,Maurice Campbell,Maurice Campbell,NEW ZEALAND,,,,,,,,,
1981,THOUSAND GUINEAS,CAULFIELD,1600,Copperama,Tommy Smith,Gary Willetts,AUSTRALIA,,,,,,,,,
1981,TOORAK HANDICAP,CAULFIELD,1600,Penny Edition,Brain Ralph,Dale Short,AUSTRALIA,,,,,,,,,
1981,TOP FLIGHT HANDICAP,,,Chain Bracelet,James Maloney Jnr,Ruben Hernandez,,,,,,,,,,
1981,TRAVERS STAKES,,,Willow Hour,James Picou,Eddie Maple,,,,,,,,,,
1981,UK 1000 GUINEAS,NEWMARKET,1600,Fairy Footsteps,Sir Henry Cecil,Lester Piggott,ENGLAND,,,,,,,,,
1981,UK 2000 GUINEAS,NEWMARKET,1600,To-Agori-Mou,Guy Harwood,Greville Starkey,ENGLAND,,,,,,,,,
1981,UNDERWOOD STAKES,CAULFIELD,2000,Sovereign Red,Geoff Murphy,Mick Goreham,AUSTRALIA,,,,,,,,,
1981,UNITED NATIONS HANDICAP,,,Key to Content,MacKenzie Miller,George Martens,,,,,,,,,,
1981,VANITY INVITATIONAL HANDICAP,,,Track Robbery,Robert Wheeler,Patrick Valenzuela,,,,,,,,,,
1981,VOSBURGH STAKES,,,Guilty Conscience,Sonny Hine,Cash Asmussen,,,,,,,,,,
1981,VRC DERBY,FLEMINGTON,2500,Brewery Boy,Tommy Smith,Wayne Treloar,AUSTRALIA,,,,,,,,,
1981,VRC OAKS,FLEMINGTON,2500,Rose Of Kingston,Bob Hoysted,Roy Higgins,AUSTRALIA,,,,,,,,,
1981,VRC SIRES' PRODUCE,FLEMINGTON,1400,Full On Aces,Angus Armanasco,Mick Dittman,AUSTRALIA,,,,,,,,,
1981,WASHINGTON DC INTERNATIONAL STAKES,,,Providential,Charles Whittingham,Alain Lequeux,,,,,,,,,,
1981,WATC AUSTRALIAN DERBY,ASCOT (AUS),2400,Venus And Mars,Megs Elkington,John Miller,AUSTRALIA,,,,,,,,,
1981,WATC DERBY,ASCOT (AUS),2400,Vortilla,Stan Quinlivan,Rod Kemp,AUSTRALIA,,,,,,,,,
1981,WATC OAKS,ASCOT (AUS),2400,Badinage,Colin Hayes,,AUSTRALIA,,,,,,,,,
1981,WELLINGTON CUP,TRENTHAM,3200,Koiro Trelay,Eric Temperton,Phillip Smith,NEW ZEALAND,,,,,,,,,
1981,WESTERN MAIL CLASSIC,ASCOT (AUS),1800,Little Imagele,George Daly,Peter Moran,AUSTRALIA,,,,,,,,,
1981,WHITNEY HANDICAP,,,Fio Rito,Michael Ferraro,Leslie Hulet,,,,,,,,,,
1981,WIDENER HANDICAP,,,Land Of Eire,Joseph Nash,Earlie Fires,,,,,,,,,,
1981,WOOD MEMORIAL STAKES,,,Pleasant Colony,John Campo,Jeff Fell,,,,,,,,,,
1981,WOODWARD STAKES,,,Pleasant Colony,John Campo,Angel Cordero Jnr,,,,,,,,,,
1981,YELLOW RIBBON STAKES,,,Queen to Conquer,Charles Whittingham,Marco Castaneda,,,,,,,,,,
1981,YORKSHIRE OAKS,YORK,2385,Condessa,Jim Bolger,Declan Gillespie,ENGLAND,,,,,,,,,
1981,YOUNG AMERICA STAKES,,,Deputy Minister,John Tammaro Jnr,Donald MacBeth,,,,,,,,,,
1981,EASTER HANDICAP,ELLERSLIE,1600,Shivaree,Dave O'Sullivan,Gary Phillips,NEW ZEALAND,,,,,,,,,
1981,PREMIO PARIOLO,CAPANNELLE,1600,Timur Lang,Lorenzo Brogi,Ovidio Pessi,ITALY,,,,,,,,,
1981,GRAN PREMIO D'ITALIA,SAN SIRO,2400,Kirtling,Harry Wragg,Lester Piggott,ITALY,,,,,,,,,
1981,GRAN PREMIO LATINOAMERICANO,MARONAS,2000,Dark Brown,Abadio Cabreira,Antonio Bolino,URUGUAY,,,,,,,,,
1980,QTC SIRES PRODUCE,EAGLE FARM,1400,Slight Chance,Bob Thomsen,Shane Dye,AUSTRALIA,,,,,,,,,
1982,ACORN STAKES,BELMONT PARK,1600,Cupecoy's Joy,Alfredo Callejas,Angel Santiago,USA,,,,,,,,,
1982,ADELAIDE CUP,MORPHETTVILLE,3200,Dealer's Choice,Ron Morgan,Des Coleman,AUSTRALIA,,,,,,,,,
1982,ALABAMA STAKES,SARATOGA,2000,Broom Dance,James Maloney,Gregg McCarron,USA,,,,,,,,,
1982,ALL AGED STAKES,RANDWICK,1600,My Gold Hope,Ray Verner,Nigel Tiley,AUSTRALIA,,,,,,,,,
1982,AMERICAN DERBY,ARLINGTON,1800,Wolfe's Rascal,Howard Tesher,Ruben Hernandez,USA,,,,,,,,,
1982,APPLE BLOSSOM HANDICAP,OAKLAWN PARK,1700,Track Robbery,Robert Wheeler,Ed Delahoussaye,USA,,,,,,,,,
1982,ARAL-POKAL,GELSENKIRCHEN,2400,Orofino,Sven von Mitzlaff,Peter Alafi,GERMANY,,,,,,,,,
1982,ARKANSAS DERBY,OAKLAWN PARK,1800,Hostage,Willard Freeman,Jeff Fell,USA,,,,,,,,,
1982,ARLINGTON CLASSIC,ARLINGTON,1800,Wolfe's Rascal,Howard Tesher,Angel Cordero Jnr,USA,,,,,,,,,
1982,ARLINGTON WASHINGTON FUTURITY,ARLINGTON,1400,Total Departure,James Sonnier,Earlie Fires,USA,,,,,,,,,
1982,ARLINGTON-WASHINGTON LASSIE STAKES,ARLINGTON,1400,For Once'n My Life,Thomas Victor Smith,Eddie Maple,USA,,,,,,,,,
1982,ASCOT GOLD CUP,ASCOT (UK),4000,Ardross,Sir Henry Cecil,Lester Piggott,ENGLAND,,,,,,,,,
1982,AUCKLAND CUP,ELLERSLIE,3200,Chimbu,Alan Jones,Phil Alderman,NEW ZEALAND,,,,,,,,,
1982,AUSTRALASIAN OAKS,MORPHETTVILLE,2000,Rose Of Kingston,Bob Hoysted,Gary Willetts,AUSTRALIA,,,,,,,,,
1982,AUSTRALIAN CUP,FLEMINGTON,2000,Kip,George Hanlon,Robert Heffernan,AUSTRALIA,,,,,,,,,
1982,AUSTRALIAN DERBY,RANDWICK,2400,Rose Of Kingston,Bob Hoysted,Gary Willetts,AUSTRALIA,,,,,,,,,
1982,AUSTRALIAN OAKS,RANDWICK,2400,Sheraco,Bart Cummings,John Marshall,AUSTRALIA,,,,,,,,,
1982,AVONDALE CUP,ELLERSLIE,2200,Makorby,Dessie Harris,Jim Cassidy,NEW ZEALAND,,,,,,,,,
1982,BELDAME STAKES,BELMONT PARK,1800,Weber City Miss,Howard Tesher,Angel Cordero Jnr,USA,,,,,,,,,
1982,BELMONT STAKES,BELMONT PARK,2400,Conquistador Cielo,Woody Stephens,Laffit Pincay Jnr,USA,,,,,,,,,
1982,BLUE DIAMOND STAKES,CAULFIELD,1200,Rancher,Charlie Waymouth,Norman Waymouth,AUSTRALIA,,,,,,,,,
1982,BLUE GRASS STAKES,KEENELAND,1800,Linkage,Henry Clark II,Bill Shoemaker,USA,,,,,,,,,
1982,BRISBANE CUP,EAGLE FARM,3200,Queen's Road,Tommy Hughes,Gary Murphy,AUSTRALIA,,,,,,,,,
1982,BROOKLYN HANDICAP,BELMONT PARK,2400,Silver Supreme,Richard DeStasio,Angel Cordero Jnr,USA,,,,,,,,,
1982,CALIFORNIAN STAKES,SANTA ANITA,1800,Erins Isle,Charles Whittingham,Laffit Pincay Jnr,USA,,,,,,,,,
1982,CANADIAN INTERNATIONAL STAKES,WOODBINE,2600,Majesty's Prince,Joseph Cantey,Eddie Maple,USA,,,,,,,,,
1982,CANTERBURY GUINEAS,CANTERBURY,1850,Rare Form,Brian Mayfield-Smith,John Duggan,AUSTRALIA,,,,,,,,,
1982,CAPE FILLIES GUINEAS,KENILWORTH,1600,Breyani,David Payne,,SOUTH AFRICA,,,,,,,,,
1982,CAULFIELD CUP,CAULFIELD,2400,Gurner's Lane,Geoff Murphy,Brent Thomson,AUSTRALIA,,,,,,,,,
1982,CAULFIELD GUINEAS,CAULFIELD,1600,Grosvenor,Geoff Murphy,Mick Dittman,AUSTRALIA,,,,,,,,,
1982,CAULFIELD STAKES,CAULFIELD,2000,Kingston Town,Tommy Smith,Peter Cook,AUSTRALIA,,,,,,,,,
1982,CENTURY HANDICAP,,,The Bart,John Sullivan,Ed Delahoussaye,,,,,,,,,,
1982,CHAMPAGNE STAKES,RANDWICK,1600,I Like Diamonds,Neville Begg,Robert Thompson,AUSTRALIA,,,,,,,,,
1982,CHAMPAGNE STAKES (USA),,,Copelan,Mitchell Griffin,Jerry Bailey,,,,,,,,,,
1982,CHAMPION STAKES,ASCOT (UK),2000,Time Charter,Henry Candy,Billy Newnes,ENGLAND,,,,,,,,,
1982,CHAMPION STAKES (SA),,,Prince Florimund,David Payne,,,,,,,,,,,
1982,CHARLES WHITTINGHAM STAKES,,,Exploded,Charles Whittingham,Laffit Pincay Jnr,,,,,,,,,,
1982,CHEVELEY PARK STAKES,NEWMARKET,1200,Ma Biche,Criquette Head,Freddy Head,ENGLAND,,,,,,,,,
1982,COACHING CLUB AMERICAN OAKS,,,Christmas Past,Angel Penna Snr,Jacinto Vasquez,,,,,,,,,,
1982,CORAL ECLIPSE STAKES,SANDOWN (UK),2000,Kalaglow,Guy Harwood,Greville Starkey,ENGLAND,,,,,,,,,
1982,CORONATION CUP,EPSOM,2420,Easter Sun,Michael Jarvis,Bruce Raymond,ENGLAND,,,,,,,,,
1982,COX PLATE,MOONEE VALLEY,2040,Kingston Town,Tommy Smith,Peter Cook,AUSTRALIA,,,,,,,,,
1982,DB 1600,,,Hikotere,,Gary Grylls,,,,,,,,,,
1982,DELAWARE HANDICAP,,,Jameela,Hyman Ravich,Jack Leroy Kaenel,,,,,,,,,,
1982,DEMOISELLE STAKES,,,Only Queens,Joseph Trovato,Miguel Rivera,,,,,,,,,,
1982,DERBY ITALIANO,,,Old Country,Luca Cumani,Pat Eddery,,,,,,,,,,
1982,DEUTSCHES DERBY,HAMBURG,2400,Ako,H G Heibertshausen,Erwin Schindler,GERMANY,,,,,,,,,
1982,DEUTSCHLAND PREIS,,,Orofino,Sven von Mitzlaff,Peter Alafi,,,,,,,,,,
1982,DEWHURST STAKES,NEWMARKET,1600,Diesis,Sir Henry Cecil,Lester Piggott,ENGLAND,,,,,,,,,
1982,DONCASTER HANDICAP,RANDWICK,1600,My Gold Hope,Ray Verner,Nigel Tiley,AUSTRALIA,,,,,,,,,
1982,"DOOMBEN 10,000",DOOMBEN,1350,Ideal Planet,Tommy Smith,Malcolm Johnston,AUSTRALIA,,,,,,,,,
1982,DOOMBEN CUP,DOOMBEN,2200,Double You Em,Bruce Marsh,Diane Moseley,AUSTRALIA,,,,,,,,,
1982,DURBAN JULY,,,Jamaican Rumba,Gail Thompson,Patrick Wynne,,,,,,,,,,
1982,ELLERSLIE SIRES PRODUCE STAKES,,,Andretti,John Thurston,Earl Harrison,,,,,,,,,,
1982,EPSOM DERBY,EPSOM,2420,Golden Fleece,Vincent O'Brien,Pat Eddery,ENGLAND,,,,,,,,,
1982,EPSOM HANDICAP,RANDWICK,1600,Dalmacia,Neville Begg,Ron Quinton,AUSTRALIA,,,,,,,,,
1982,EPSOM OAKS,EPSOM,2420,Time Charter,Henry Candy,Billy Newnes,ENGLAND,,,,,,,,,
1982,FANTASY STAKES,OAKLAWN PARK,1700,Flying Partner,Charles Whittingham,Ray Sibille,USA,,,,,,,,,
1982,FLAMINGO STAKES,,,Timely Writer,Dominic Imprescia,Jeff Fell,,,,,,,,,,
1982,FLORIDA DERBY,,,Timely Writer,Dominic Imprescia Jnr,Jeff Fell,,,,,,,,,,
1982,FLOWER BOWL INVITATIONAL STAKES,,,Trevita,Jonathan E. Sheppard,Ruben Hernandez,,,,,,,,,,
1982,FRIZETTE STAKES,,,Princess Rooney,Frank Gomez,Jeffrey Fell,,,,,,,,,,
1982,FUTURITY STAKES,CAULFIELD,1400,Galleon,Colin Hayes,Brent Thomson,AUSTRALIA,,,,,,,,,
1982,FUTURITY STAKES (USA),,,Copelan,Mitchell Griffin,Jerry Bailey,,,,,,,,,,
1982,GEORGE ADAMS HANDICAP,FLEMINGTON,1600,Magari,Ross McDonald,Robert Heffernan,AUSTRALIA,,,,,,,,,
1982,GEORGE MAIN STAKES,RANDWICK,1600,KIngston Town,Tommy Smith,Malcolm Johnston,AUSTRALIA,,,,,,,,,
1982,GEORGE RYDER STAKES,ROSEHILL,1400,Pure Of Heart,Colin Hayes,Brent Thomson,AUSTRALIA,,,,,,,,,
1982,GERMISTON NOVEMBER HANDCAP,,,Wolf Power,Ricky Maingard,Jeff Lloyd,,,,,,,,,,
1982,GOLDEN SLIPPER,ROSEHILL,1200,Marscay,Jack Denham,Ron Quinton,AUSTRALIA,,,,,,,,,
1982,GOODWOOD HANDICAP,MORPHETTVILLE,1200,Heavenly Time,Bob Hoysted,Paul Jarman,AUSTRALIA,,,,,,,,,
1982,GRAN CRITERIUM,,,Anguillo,Aldiuno Botti,Gianfranco Dettori,,,,,,,,,,
1982,GRAN PREMIO DEL JOCKEY CLUB,,,Friendswood,Luigi Turner,Michel Jerome,,,,,,,,,,
1982,GRAND PRIX DE PARIS,,,Le Nain Jaune,Francois Mathet,Henri Samani,,,,,,,,,,
1982,GRAND PRIX DE SAINT-CLOUD,,,Glint Of Gold,Ian Balding,Pat Eddery,,,,,,,,,,
1982,GROSSER PREIS VON BADEN,BADEN BADEN,2400,Glint Of Gold,Ian Balding,Pat Eddery,GERMANY,,,,,,,,,
1982,GULFSTREAM PARK HANDICAP,,,Lord Darnley,Roger Laurin,Mary Russ,,,,,,,,,,
1982,HASKELL INVITATIONAL HANDICAP,MONMOUTH PARK,1800,Wavering Monarch,George Arnold II,Randy Romero,USA,,,,,,,,,
1982,HAWAII STAKES,,,Wolf Power,Ricky Maingard,Jeff Lloyd,,,,,,,,,,
1982,HIALEAH TURF CUP HANDICAP,,,The Bart,Victor Nickerson,Mike Venezia,,,,,,,,,,
1982,HOLLYWOOD DERBY,HOLLYWOOD PARK,1800,Racing Is Fun,Roger Clapp,Bill Shoemaker,USA,,,,,,,,,
1982,HOLLYWOOD DERBY,HOLLYWOOD PARK,1800,Victory Zone,Robert Frankel,Ed Delahoussaye,USA,,,,,,,,,
1982,HOLLYWOOD GOLD CUP,,,Perrault,Charles Whittingham,Laffit Pincay Jnr,,,,,,,,,,
1982,HOLLYWOOD OAKS,,,Tango Dancer,A.T. Doyle,Laffit Pincay Jnr,,,,,,,,,,
1982,HOPEFUL STAKES (USA),SARATOGA,1400,Copelan,Mitchell Griffin,Jerry Bailey,USA,,,,,,,,,
1982,INTERNATIONAL STAKES (NZ),,,Bound To Honour,Marion Eivers,Brian Andrews,,,,,,,,,,
1982,INTERNATIONAL STAKES (UK),,,Assert,David O'Brien,Pat Eddery,,,,,,,,,,
1982,"IRISH 1,000 GUINEAS",CURRAGH,1600,Prince's Polly,Dermot Weld,Walter Swinburn,IRELAND,,,,,,,,,
1982,"IRISH 2,000 GUINEAS",CURRAGH,1600,Dara Monarch,Liam Browne,Michael Kinane,IRELAND,,,,,,,,,
1982,IRISH CHAMPION STAKES,LEOPARDSTOWN,2000,Assert,David O'Brien,Christy Roche,IRELAND,,,,,,,,,
1982,IRISH DERBY,CURRAGH,2400,Assert,David O'Brien,Christy Roche,IRELAND,,,,,,,,,
1982,IRISH OAKS,CURRAGH,2400,Swiftfoot,Dick Hern,Willie Carson,IRELAND,,,,,,,,,
1982,IRISH ST LEGER,CURRAGH,2800,Touching Wood,Harry Thomson Jones,Paul Cook,IRELAND,,,,,,,,,
1982,J&B MET,KENILWORTH,2000,Foveros,Herman Brown,Basil Marcus,SOUTH AFRICA,,,,,,,,,
1982,JAPAN CUP,TOKYO,2400,Half Iced,Stanley Hough,Don MacBeth,JAPAN,,,,,,,,,
1982,JOCKEY CLUB GOLD CUP,,,Lemhi Gold,Laz Barrera,Chris McCarron,,,,,,,,,,
1982,JOE HIRSCH CLASSIC INVITATIONAL STAKES,BELMONT PARK,2400,April Run,Francois Boutin,Cash Asmussen,USA,,,,,,,,,
1982,JOHN C MABEE HANDICAP,,,Honey Fox,Flint Schulhofer,Marco Castaneda,,,,,,,,,,
1982,JULY CUP,,,Sharpo,Jeremy Tree,Pat Eddery,,,,,,,,,,
1982,KENTUCKY DERBY,CHURCHILL DOWNS,2000,Gato Del Sol,Edwin Gregson,Ed Delahoussaye,USA,,,,,,,,,
1982,KENTUCKY OAKS,CHURCHILL DOWNS,2000,Blush With Pride,D Wayne Lukas,Bill Shoemaker,USA,,,,,,,,,
1982,KING GEORGE VI & QUEEN ELIZABETH STAKES,ASCOT (UK),2400,Kalaglow,Guy Harwood,Greville Starkey,ENGLAND,,,,,,,,,
1982,KING'S STAND STAKES,ASCOT (UK),1000,Fearless Lad,Dick Peacock,Edward Hide,ENGLAND,,,,,,,,,
1982,LA CANADA STAKES,,,Safe Play,Harvey Vanier,Don Brumfield,,,,,,,,,,
1982,LADIES HANDICAP,,,Tina Tina Too,Richard DeStasio,Donald MacBeth,,,,,,,,,,
1982,LAUREL FUTURITY,,,Cast Party,Robert Reinacher Jnr,Jorge Velasquez,,,,,,,,,,
1982,LION BROWN SPRINT,,,Givenchy,Ray Verner,David Peake,,,,,,,,,,
1982,MACKINNON STAKES,FLEMINGTON,2000,My Axeman,Ted Griffin,Warren Robinson,AUSTRALIA,,,,,,,,,
1982,MAN O' WAR STAKES,,,Naskra's Breeze,Philip Johnson,Jean-Luc Samyn,,,,,,,,,,
1982,MANAWATU SIRES PRODUCE,AWAPUNI,1400,Andretti,John Thurston,Earl Harrison,NEW ZEALAND,,,,,,,,,
1982,MARLBORO CUP,CAULFIELD,1400,Magari,Ross McDonald,Robert Heffernan,AUSTRALIA,,,,,,,,,
1982,MARLBORO CUP (USA),,,Lemhi Gold,Lazaro Barrera,Jacinto Vasquez,,,,,,,,,,
1982,MASKETTE STAKES,,,Too Chic,James Maloney Jnr,Ruben Hernandez,,,,,,,,,,
1982,MATRON STAKES (USA),,,Wings Of Jove,Charles Sanborn,Herb McCauley,,,,,,,,,,
1982,MELBOURNE CUP,FLEMINGTON,3200,Gurner's Lane,Geoff Murphy,Mick Dittman,AUSTRALIA,,,,,,,,,
1982,METROPOLITAN HANDICAP,,,Conquistador Cielo,Woody Stephens,Eddie Maple,,,,,,,,,,
1982,MIDDLE PARK STAKES,NEWMARKET,1200,Diesis,Sir Henry Cecil,Lester Piggott,ENGLAND,,,,,,,,,
1982,MONMOUTH HANDICAP,,,Mehmet,Robert Frankel,Ed Delahoussaye,,,,,,,,,,
1982,MOTHER GOOSE STAKES,,,Cupecoy's Joy,Alfredo Callejas,Angel Santiago,,,,,,,,,,
1982,NEWMARKET HANDICAP,FLEMINGTON,1200,Razor Sharp,Jim Johnstone,Dale Short,AUSTRALIA,,,,,,,,,
1982,NORFOLK STAKES,SANTA ANITA,1800,Roving Boy,Joseph Manzi,Ed Delahoussaye,USA,,,,,,,,,
1982,NUNTHORPE STAKES,,,Sharpo,Jeremy Tree,Steve Cauthen,,,,,,,,,,
